Name,Institute,Country,Year
"Crkovska, Jana","Los Alamos National Laboratory (US)","","2019"
"Jaiswal, Sunil","Tata Institute of Fundamental Research","","2019"
"Das, Prottay","National Institute of Science  Education and Research (IN)","","2019"
"xie, man","Central China Normal University","","2019"
"Milosevic, Jovan","Vinca Institute of Nuclear Sciences, University of Belgrade, Mike Petrovica Alasa 12-14, 11351 Vinca, Belgrade, Serbia","","2019"
"Montengro, David","Instituto de F ́ısica Te ́orica (IFT/UNESP), UNESP - S ̃ao Pau lo State University","","2019"
"Zhokhov, Roman","IHEP","","2019"
"Lombardo, Maria Paola","INFN","","2019"
"Song, Jihye","University of Houston (US)","","2019"
"Adolfsson, Jonatan","Lund University (SE)","","2019"
"Singh, Randhir","University of Jammu (IN)","","2019"
"Mallick, Dukhishyam","National Institute of Science  Education and Research (IN)","","2019"
"Lee, Songkyo","Iowa State University (US)","","2019"
"Molnar, Denes","Purdue University","","2019"
"Kres, Ievgenii","University of Wuppertal","","2019"
"Huang, Yan","Tsinghua University","","2019"
"Takács, Ádám","Wigner Research Centre for Physics","","2019"
"Barnard, Nadia","University of Cape Town","","2019"
"Murin, Yuri","JINR, Dubna","","2019"
"Hatwar, Nikhil","Birla Institute of Technology and Sciences, Pilani campus","","2019"
"Hippert Teixeira, Mauricio","Universidade de São Paulo","","2019"
"Garg, Prakhar","Stony Brook University","","2019"
"Wang, Xiao-Dan","CCNU","","2019"
"cheng, yilin","","","2019"
"Dash, Ashutosh","","","2019"
"Yoshida, Yuto","Sophia University","","2019"
"KUROKI, KENSHI","Sophia University","","2019"
"Thakur, Dhananjaya","Indian Institute of Technology  Indore (IN)","","2019"
"Myers, Corey James","University of Houston (US)","","2019"
"Park, Jonghan","Inha University (KR)","","2019"
"Sievert, Matthew","Rutgers University","","2019"
"Kim, Dong Jo","University of Jyvaskyla (FI)","","2019"
"Pistone, Daniele","Universita e INFN, Catania (IT)","","2019"
"Cai, Yanbing","","","2019"
"Danu, Andrea","Institute of Space Science (RO)","","2019"
"Ristea, Catalin","Institute of Space Science (RO)","","2019"
"Zhang, Le","Hubei Normal University","","2019"
"Mohs, Justin","","","2019"
"Khuntia, Arvind","Indian Institute of Technology  Indore (IN)","","2019"
"Flor, Fernando Antonio","University of Houston (US)","","2019"
"Stefaniak, Maria","Warsaw University of Technology","","2019"
"Adhya, Souvik Priyam","Institute of Particle and Nuclear Physics Faculty of Mathematics and Physics, Charles University","","2019"
"Gubler, Philipp","JAEA","","2019"
"Tang, Aihong","Brookhaven National Laboratory","","2019"
"Cimerman, Jakub","Faculty of Nuclear Sciences and Physical Engineering, Czech Technical University","","2019"
"Chen, Zhengyu","","","2019"
"Qian, Wei-Liang","Federal University of Ouro Preto","","2019"
"Ru, Peng","South China Normal University / Dalian University of Technology / Central China Normal University","","2019"
"Jia, Jiangyong","Stony Brook University","","2019"
"Li, Wei","Rice University","","2019"
"ALAM, SK NOOR","Indian Institute Of Science Education and Research, Tirupati","","2019"
"Si, Fan","USTC","","2019"
"Fries for JETSCAPE Collaboration, Rainer","Texas A&M University","","2019"
"Paic, Guy","CERN","","2019"
"Mazer, Joel Anthony","University of Tennessee (US)","","2019"
"Liu, Alwina","University of California Berkeley (US)","","2019"
"Sahoo, Pragati","Indian Institute of Technology Bombay","","2019"
"Liu, Tong","Yale University","","2019"
"Fan, Wenkai","Duke University","","2019"
"Ji, Yuanjing","University of Science and Technology of China","","2019"
"Babkin, Vadim","Joint Institute for  Nuclear Research (RU)","","2019"
"Abdelrahman, Niseem","University of Illinois at Chicago","","2019"
"Okubo, Kosuke","University of Tsukuba","","2019"
"Li, Xiujun","University of Science and Technology of China","","2019"
"Geraksiev, Nikolay","JINR","","2019"
"Kolesnikov, Vadim","Joint Institute for  Nuclear Research (RU)","","2019"
"Fischer, Christian","JLU Gießen","","2019"
"wang, zhen","Shandong University","","2019"
"Ma, Guo-Liang","Fudan University","","2019"
"Sekihata, Daiki","University of Tokyo (JP)","","2019"
"Rodriguez Rodriguez, Adrian","Goethe University Frankfurt am Main","","2019"
"Cheng, Tiantian","Central China Normal University  CCNU (CN)","","2019"
"Neagu, Alexandra","University of Oslo (NO)","","2019"
"Ipp, Andreas","TU Wien","","2019"
"Meninno, Elisa","Stefan Meyer Institute for Subatomic Physics, Vienna","","2019"
"Kramarik, Lukas","Czech Technical University (CZ)","","2019"
"Tiwari, Anurag","Tata Institute of Fundamental Research","","2019"
"Huhn, Patrick","Johann-Wolfgang-Goethe Univ. (DE)","","2019"
"Mordasini, Cindy","Technische Universitaet Muenchen (DE)","","2019"
"Kar, Somnath","Central China Normal University  CCNU (CN)","","2019"
"Zhu, Zhenyu","Goethe University Frankfurt am Main","","2019"
"Rahaman, Mahfuzur","Variable Energy Cyclotron Centre, 1/AF, Bidhan Nagar, Kolkata - 700064, India and Homi Bhabha National Institute, Anushaktinagar, Mumbai, India.","","2019"
"Kitazawa, Masakiyo","Osaka University","","2019"
"Scomparin, Enrico","Universita e INFN Torino (IT)","","2019"
"Go, Yeonju","Korea University (KR)","","2019"
